5.048406600952148438e+00,7.590573310852050781e+00,1.021655654907226562e+01,7.342923641204833984e+00
6.522914886474609375e+00,5.718657493591308594e+00,9.219038963317871094e+00,2.714612483978271484e+00
5.015456199645996094e+00,8.588536262512207031e+00,9.769423484802246094e+00,6.455564022064208984e+00
4.886906623840332031e+00,6.026772499084472656e+00,9.959962844848632812e+00,4.097848415374755859e+00
4.994544982910156250e+00,8.925277709960937500e+00,6.418573379516601562e+00,3.728270530700683594e+00
5.260436058044433594e+00,7.301206588745117188e+00,9.752469062805175781e+00,3.625908136367797852e+00
4.694032669067382812e+00,4.964079380035400391e+00,8.546191215515136719e+00,-8.287864923477172852e-01
4.320224285125732422e+00,5.568908214569091797e+00,1.014652919769287109e+01,1.748702883720397949e+00
4.531480789184570312e+00,4.989654064178466797e+00,1.143144798278808594e+01,3.127247095108032227e+00
4.151144981384277344e+00,6.563195705413818359e+00,1.101440238952636719e+01,1.603905439376831055e+00
5.517393112182617188e+00,9.219576835632324219e+00,8.659125328063964844e+00,3.517626047134399414e+00
4.643398284912109375e+00,4.142828464508056641e+00,7.236937522888183594e+00,2.746686458587646484e+00
5.472946166992187500e+00,4.830670356750488281e+00,1.050754547119140625e+01,5.142262458801269531e+00
6.629546165466308594e+00,5.667011260986328125e+00,1.067499637603759766e+01,2.970986127853393555e+00
4.585158348083496094e+00,4.763048648834228516e+00,6.886713981628417969e+00,1.713434338569641113e+00
5.974089622497558594e+00,7.056571960449218750e+00,6.922745704650878906e+00,4.803226947784423828e+00
4.599000930786132812e+00,7.126399040222167969e+00,9.929487228393554688e+00,2.587203502655029297e+00
5.317648887634277344e+00,6.384392261505126953e+00,8.712038040161132812e+00,3.018413543701171875e+00
4.579717159271240234e+00,8.716778755187988281e+00,6.500693321228027344e+00,5.518007278442382812e+00
4.289988040924072266e+00,6.593841075897216797e+00,1.106845569610595703e+01,2.636899948120117188e+00
6.541641235351562500e+00,4.608688831329345703e+00,9.008842468261718750e+00,3.237683057785034180e+00
5.448014259338378906e+00,4.301711082458496094e+00,9.929072380065917969e+00,1.842535018920898438e+00
6.634606361389160156e+00,5.204442977905273438e+00,7.753109931945800781e+00,4.128113746643066406e+00
5.396113395690917969e+00,4.155716419219970703e+00,1.018230056762695312e+01,4.099096775054931641e+00
6.916320800781250000e+00,6.212440013885498047e+00,1.130377483367919922e+01,2.751312971115112305e+00
6.608982086181640625e+00,4.465220928192138672e+00,6.381200790405273438e+00,1.250834822654724121e+00
5.952322006225585938e+00,8.802047729492187500e+00,1.019405364990234375e+01,2.139040470123291016e+00
5.152194023132324219e+00,9.223709106445312500e+00,1.045413303375244141e+01,2.538705825805664062e+00
3.764295339584350586e+00,9.921275138854980469e+00,6.009511947631835938e+00,4.313476085662841797e+00
6.032560348510742188e+00,6.324274063110351562e+00,1.061341285705566406e+01,2.811743021011352539e+00
7.121098518371582031e+00,5.929395675659179688e+00,1.061315155029296875e+01,1.757442593574523926e+00
5.180391311645507812e+00,5.396639823913574219e+00,9.022614479064941406e+00,2.746023654937744141e+00
4.820350646972656250e+00,4.953643798828125000e+00,1.116606998443603516e+01,2.378945350646972656e+00
3.037404060363769531e+00,4.812900543212890625e+00,8.811553001403808594e+00,4.842009067535400391e+00
5.177605628967285156e+00,4.832269668579101562e+00,7.251783370971679688e+00,4.354221820831298828e-01
6.882000923156738281e+00,6.994439125061035156e+00,7.876771926879882812e+00,1.264992833137512207e+00
5.548824310302734375e+00,5.084444522857666016e+00,8.175888061523437500e+00,3.817848205566406250e+00
5.407953262329101562e+00,7.283640384674072266e+00,9.173813819885253906e+00,1.829265475273132324e+00
4.707538604736328125e+00,8.372701644897460938e+00,9.842821121215820312e+00,3.011507749557495117e+00
2.823739051818847656e+00,7.892621517181396484e+00,8.570829391479492188e+00,4.013624668121337891e+00
5.005581855773925781e+00,5.397698402404785156e+00,8.451880455017089844e+00,5.423235416412353516e+00
7.742136955261230469e+00,6.470788955688476562e+00,1.109120845794677734e+01,3.459453344345092773e+00
5.071321487426757812e+00,7.519929885864257812e+00,1.106199455261230469e+01,4.654548168182373047e+00
3.369029283523559570e+00,6.131253242492675781e+00,7.933342933654785156e+00,4.368848323822021484e+00
3.460012435913085938e+00,5.090623855590820312e+00,6.740363121032714844e+00,2.349066436290740967e-01
5.020168304443359375e+00,7.658284187316894531e+00,3.639904737472534180e+00,5.172220706939697266e+00
5.471593856811523438e+00,4.078908443450927734e+00,1.118066596984863281e+01,1.584207177162170410e+00
5.971703529357910156e+00,7.631742477416992188e+00,1.081100654602050781e+01,2.560586929321289062e+00
4.303174972534179688e+00,3.550646305084228516e+00,9.871527671813964844e+00,2.084915399551391602e+00
6.666210174560546875e+00,5.966644763946533203e+00,7.875505447387695312e+00,6.117233753204345703e+00
4.735610961914062500e+00,6.516493797302246094e+00,7.613490104675292969e+00,4.882487297058105469e+00
5.227352142333984375e+00,4.908191680908203125e+00,1.299660968780517578e+01,4.573818206787109375e+00
4.882574081420898438e+00,7.788222789764404297e+00,7.187957763671875000e+00,5.703494071960449219e+00
7.025218009948730469e+00,6.595705032348632812e+00,8.979269027709960938e+00,3.028631925582885742e+00
6.104358673095703125e+00,6.505942344665527344e+00,1.030997467041015625e+01,4.022819519042968750e+00
6.691807746887207031e+00,6.311713218688964844e+00,8.067335128784179688e+00,4.291858196258544922e+00
5.139689445495605469e+00,4.097276210784912109e+00,9.901580810546875000e+00,3.418112039566040039e+00
5.126913070678710938e+00,7.644657611846923828e+00,1.310225963592529297e+01,6.440048217773437500e+00
7.488547325134277344e+00,4.988307476043701172e+00,9.458944320678710938e+00,2.280420541763305664e+00
3.669384717941284180e+00,4.106915950775146484e+00,9.668518066406250000e+00,5.030810236930847168e-01
6.511061668395996094e+00,6.116028308868408203e+00,7.216624259948730469e+00,4.350965023040771484e+00
6.092876434326171875e+00,5.553899288177490234e+00,1.149933433532714844e+01,4.097711086273193359e+00
6.914852142333984375e+00,4.794479846954345703e+00,8.018318176269531250e+00,5.756731986999511719e+00
7.124485969543457031e+00,4.620056152343750000e+00,1.004438304901123047e+01,2.409601211547851562e+00
6.835333824157714844e+00,6.823281288146972656e+00,9.949910163879394531e+00,2.764297246932983398e+00
5.020588874816894531e+00,3.157447814941406250e+00,4.454105377197265625e+00,6.107437133789062500e+00
5.185925483703613281e+00,5.588804721832275391e+00,1.168186473846435547e+01,2.786830902099609375e+00
6.140402793884277344e+00,5.659207344055175781e+00,8.231439590454101562e+00,5.322437763214111328e+00
6.165188789367675781e+00,8.781929016113281250e+00,8.913791656494140625e+00,3.710782766342163086e+00
